TIPO;REGISTRO_SANITARIO;NOMBRE_COMERCIAL;"NOMBRE_GENERICO	";FORMA_FARMACEUTICA;CONCENTRACION;LABORATORIO;BAJO_LICENCIA;PARA_TERCEROS;PAIS_ORIGEN;EMPRESA_PROVEEDORA
NN;80227;CORTAGRIP;PARACETAMOL, PSEUDOEFEDRINACL,CLORFENIRAMINA MAL;SOLUCION ORAL;"120MG; 7.5MG;0.75MG/";"LABORATORIOS DE COSMETICA Y FARMOQUIMICA S.A. ""COFAR S.A.""";/;/;BOLIVIA;LABORATORIOS DE COS.Y FARMQ.S.A. COFAR S.A.
II;80288;TONOPAN MIGRAÑA;PARACETAMOL + ACIDO ACETIL SALICILICO + CAFEINA;TABLETA RECUBIERTA;250MG+250MG+65MG;LABORATORIOS PORTUGAL S.R.L.;/;/;PERU;LAB PORTUGALBO S.R.L.
PTA;80321;JENGIBRE LANAGO;JENGIBRE;SOLUCIÓN;60%;LABORATORIO ARTESANAL DE PRODUCTO NATURAL TRADICIONAL LANAGO ;/;/;BOLIVIA;LANAGO
II;80362;REYOIN DUO;COLAGENO HIDROLIZADO-GLUCOSAMINA SULFATO;POLVO P/SOL. ORAL;10G-1500MG;PHARMACROSS S.A.;ACONDICIONADO POR: FARMAQUILA S.A.;LAFAGE S.A.;GUATEMALA;CORMESA LTDA.
PTA;80397;MANZANILLA;MANZANILLA;MATE;100%;LABORATORIO ARTESANAL ANCESTRAL BONAFIX;/;/;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
PTA;80403;SABILA;SABILA;SOLUCION ORAL;50%;"LABORATORIO ARTESANAL""ENNAT""";/;/;BOLIVIA;"LABORATORIO ARTESANAL ""ENNAT"""
PTA;80444;JENGIBRE;JENGIBRE;MATE;100%;LABORATORIO ARTESANAL ANCESTRAL BONAFIX;/;/;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
NN;80481;LUGOL 2%;"YODO;YODURO DE POTASIO";SOLUCIÓN;2%;LABORATORIO FARMACEUTICO TELCHI LITEL;/;/;BOLIVIA;TELCHI  LITEL LTDA.
II;80483;ZOLION ® LIPO;EXTRACTO DE LEVADURA(B-GLUCANO);POLVO;1000MG;PROCEMSA S.P.A.;AB-BIOTICS;DROGUERIA INTI S.A.;ITALIA;DROGUERIA INTI S.A.
PTA;80569;REUMA HERBASAN;BACCHARIS LATIFOLIA;POMADA;3.23%;SUMA JAKASIÑA-VIVIR BIEN;/;/;BOLIVIA;SUMA JAKASIÑA - VIVIR BIEN
II;80581;PROSSO;CALCIO CITRATO MALATO +COLECALCIFEROL (VITAMINA D3;COMPRIMIDO RECUBIERTO;250MG - 2.5MCG;EUROFARMA LABORATORIOS S.A.;/;/;BRASIL;LABORATORIOS EUROFARMA BOLIVIA S.A.
PTA;80605;RIÑOPLUS;TARAXACUM OFFICINALE F.H.;JARABE;1.92%;SUMA JAKASIÑA-VIVIR BIEN;/;/;BOLIVIA;SUMA JAKASIÑA - VIVIR BIEN
II;80610;ZOLION® ENTERO;LACTOBACILLUS RHAMNOSUS ATC;POLVO PARA SUSPENSION;"70MG(1,2 X10*9 UFC);";ERBOZETA S.P.A;AB-BIOTICS;DROGUERIA INTI S.A.;ITALIA;DROGUERIA INTI S.A.
PTA;80614;LAVADO DIGESTIVO;MALVA (MALVA SYLVESTRIS L.);JARABE;1.91%;SUMA JAKASIÑA-VIVIR BIEN;/;/;BOLIVIA;SUMA JAKASIÑA - VIVIR BIEN
NN;80674;SN 5+;SUPLEMENTO NUTRICIOINAL PARA NIÑOS Y ADOLESENTES;POLVO;VER FORMULA;INDUSTRIA QUIMICO FARMACEUTICA SIGMA CORP S.R.L.;/;/;BOLIVIA;IND. QUIMICA FARMACEUTICA SIGMA CORP SRL
PTA;80678;AJO SUPRA;ALLIUM SATIVUM L.;CÁPSULA;500MG;LABORATORIO ARTESANAL ANCENTRAL BONAFIX;/;/;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
II;80680;CORPLUS;LACTOBACILLUS;CÁPSULA;2X10*9UFC-10MCG;ALIFARM S.A.;AB-BIOTICS S.A.;/;ESPAÑA;LABORATORIOS BAGO DE BOLIVIA S.A.
PTA;80703;SEDANTE BONAFIX;CITRUS MAXIMA (BURM.) MERR. SIN.: CITRUS X AURANTI;MATE;100%(1G X SAQUITO);LABORATORIO ARTESANAL ANCESTRAL BONAFIX;/;/;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
II;80710;DR. FREI MULTIVITAMINAS INFANTILES + CA;VER FORMULA;TABLETA EFERVESCENTE;VER FORMULA;KENDY LTD. ;FREICARE SWISS AG BAJO LA MARCA DR. FREI;/;BULGARIA;DROGUERIA INTI S.A.
II;80714;PARACETAMOL;PARACETAMOL;COMPRIMIDO;500MG;ZEE LABORATORIES;/;LABORATORIOS MINERVA S.R.L.;INDIA;LABORATORIOS QUIMICO FARMACEUTICOS MINERVA S.
II;80716;PVM MÓDULO PROTEICO;PROTEÍNA AISLADA DE SUERO DE LECHE + CASEINATO DE;POLVO;55G, 44.5G;LABORATORIOS HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACÉUTICOS;/;/;PERU;PROMEDICAL S.A.
PTA;80775;UÑA DE GATO;UÑA DE GATO;MATE;100%(1GXMATE);LABORATORIO ARTESANAL ANCESTRAL BONAFIX;/;/;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
PTA;80786;VECALIP;EUCALYIPTUS GLOBULUS L.;CARAMELO;1.6%;LABORATORIO ARTESANAL DE PROD.NATURAL TRAD.VENET;/;/;BOLIVIA;VENET
II;80793;DR. FREI ANTIESTRES;VER FORMULA;TABLETA EFERVESCENTE;VER FORMULA;KENDY LTD.;DR. FREI;/;BULGARIA;DROGUERIA INTI S.A.
II;80823;ALICIDES;HIDROXIDO DE ALUMINIO+HIDROXIDO DE MAGNESIO;SUSPENSIÓN ORAL;"400MG;400MG";LABORATORIOS PORTUGAL S.R.L.;/;IMPORTADORA Y EXPORTADORA LECAR SRL.;PERU;IMPORTADORA Y EXPORTADORA LECAR S.R.L.
PTA;80828;BRONCOSANA;WIRA WIRA (GNAPHALIUM CHEIRANTHIFOLIUM LAM);TIZANA;100% WIRA WIRA(1GXSA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX;/;;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
PTA;80829;BRONQUIO VIDA;MATICO (PIPER ACUTIFOLIUM);JARABE;1,91%;SUMA JAKASIÑA - VIVIR BIEN;/;/;BOLIVIA;SUMA JAKASIÑA - VIVIR BIEN
PTA;80830;ASMA BRONQUIAL;EUCALYPTUS GLOBULUS LABILL;JARABE;1.92%;SUMA JAKASIÑA - VIVIR BIEN ;/;/;BOLIVIA;SUMA JAKASIÑA - VIVIR BIEN
PTA;80847;RECALCIFICANTE ANTIANEMICO;LEPIDIUM MEYENI WALP;JARABE;1.92%;SUMA JAKASIÑA - VIVIR BIEN;/;/;BOLIVIA;SUMA JAKASIÑA - VIVIR BIEN
PTA;80853;SUEÑAFIX VALERIANA;VALERIANA;MATE;100% (1G);LABORATORIO ARTESANAL ANCESTRAL BONAFIX;;;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
II;80855;NEFROXIT;STREPTOCOCCUS THERMOPHILUS, LACTOBACILLUS ACIDOPHI;CÁPSULA;90 BILLONES UFC;STANFORD LABORATORIES PVT. LTD (UNA COMPAÑIA SUBSIDIARIA DE LA RENON HEALTHCARE PVT. LTD.);/;/;INDIA;QUANTIQA & BARION LTDA.
PTA;80856;EPAGOLD;ROMERO;SOLUCION ORAL;60% E.C.S.P.100%;"LABORATORIO TRADICIONAL ANCESTRAL ""ALVALAB""";/;/;BOLIVIA;LABORATORIO TRADICIONAL ARTESANAL ANCESTRAL A
II;80863;ALIVIOL ANTIGRIPAL CÁPSULA BLANDA;VER FORMULA;CÁPSULA BLANDA;VER FORMULA;PHIL INTER PHARMA CO., LTD;/;FARMEDICAL S.R.L.;VIETNAM;FARMEDICAL S.R.L.
II;80867;DICLOFENACO SODICO;DICLOFENACO SÓDICO;COMPRIMIDO C/REC. ENT.;50MG;ZEE LABORATORIES;/;LABORATORIOS MINERVA S.R.L.;INDIA;LABORATORIOS QUIMICO FARMACEUTICOS MINERVA S.
PTA;80922;AJO SALUD;ALLIUM SATIVUM;JARABE;50%;MENATBOL;/;/;BOLIVIA;MENATBOL
PTA;80998;GLUCOVIDA;UÑA DE GATO (UNCARIA GUIANENSIS);SOLUCIÓN;2,01%;SUMA JAKASIÑA - VIVIR BIEN ;/;/;BOLIVIA;SUMA JAKASIÑA - VIVIR BIEN
PTA;80999;NERVIO STRESS;VALERIANA (VALERIANA OFFICINALIS L.);JARABE;1,96%;SUMA JAKASIÑA - VIVIR BIEN ;/;/;BOLIVIA;SUMA JAKASIÑA - VIVIR BIEN
II;81025;YACARE;ALCOHOL MEDICINAL;SOLUCIÓN HIDROALCOHÓLICA;70%;"INDUSTRIA ""TRES HERMANOS""";/;/;BOLIVIA;"INDUSTRIA ""TRES HERMANOS"""
PTA;81038;JARABE ECHINACEA;ECHINACEA;JARABE;10%;LAB.ARTECO VIDAL;/;/;BOLIVIA;LAB ARTECO VIDAL
PTA;81039;KISABAL;KISWARA,SABAL;CÁPSULA;"20%;80%";LAB.ARTECO VIDAL;/;/;BOLIVIA;LAB ARTECO VIDAL
II;81040;MUJERES ACTIVAS BALLENA AZUL;VIT S, MINERALES, CAROTENOIDES Y LECITINA DE SOYA;CÁPSULA DE GELAT. SUAVE;VER FORMULA;FARMACAPS S.A. ;/;LABORATORIOS SANTA FE, S.A.;GUATEMALA;MEGA VIT S.R.L.
II;81041;PROBIOTIC MR KIDS;VER FORMULA;COMPRIMIDO MASTICABLE;VER FORMULA;QUEST VITAMINS LIMITED EN EL SITIO QUEST VITAMINS MIDDLE EAST;/;SOUTH AMERICAN EXPRESS S.A.;EMIRATOS ARABES UNIDOS;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;81072;ENZYMAX DUOBIOTICS;VER FORMULA;CAPSULA;VER FORMULA;INDUSEN S.A. ;AORA HEALTH S.L.;/;ESPAÑA;DROGUERIA INTI S.A.
II;81082;MOVIAL PLUS FLUIDART;VER FORMULA;CAPSULA;VER FORMULA;LABORATORIOS ADMIRA S.L.;/;ACTAFARMA S.L.U.;ESPAÑA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;81090;ACIDO ASCORBICO 1000MG + CITRATO DE ZINC TRIHIDRATADO 32MG;ACIDO ASCORBICO + CITRATO DE ZINC;COMPRIMIDO EFERVESCENTE;100MG+32MG;LABORATORIOS PORTUGAL S.R.L.;/;CAMSA INDUSTRIA Y COMERCIO S.A.;PERU;CAMSA INDUSTRIA Y COMERCIO S.A.
II;81095;ORALSIN;"BENZOCAINA;MENTOL";PASTILLA;"6MG;10MG";SUBRESS EXIM;/;/;INDIA;FARMASHOPPING
II;81139;EDAPIL ORAL;VER FORMULA;COMPRIMIDO RECUBIERTO;VER FORMULA;"QUIBI S.A. EN REESTRUCTURACION
";/;MEGALABS COLOMBIA S.A.S.;COLOMBIA;MEGALABS BOLIVIA S.R.L.
II;81148;INMUNAX C+ZINC;VITAMINA C(ACIDO ASCORBICO)+ZINC;COMPRIMIDO EFERVESCENTE;1G+10MG;DOCTIVO LEFESCIENCIES PVT. LTD;/;KAIS;INDIA;KAIS
II;81156;MUCOVIT FORTE;"VITAMINA C; VITAMINA D3; ZINC";POLVO ORAL;"1000MG; 40UI ; 10MG";HERSIL S.A LABORATORIOS INDUSTRIALES FARMACEUTICOS;/;/;PERU;PROMEDICAL S.A.
II;81167;DR. FREI ANTIEDAD;VER FORMULA;TABLETA EFERVESCENTE;VER FORMULA;KENDY LTD. ;FREICARE SWISS AG BAJO LA MARCA DR. FREI;/;BULGARIA;DROGUERIA INTI S.A.
II;81168;NEUTROSEC®;VER FORMULA;COMPRIMIDO;VER FORMULA;TIL HEALTHCARE PVT. LTD. ;/;/;INDIA;LABORATORIOS ALFA S.A.
II;81195;NUTRIGEL COMPLEX SABOR NEUTRO;GLUCOSAMINA  + CONDROITINA + COLAGENO;POLVO P/RECONS A SOL ORAL;1.5G+1.2G+10G;PROCAPS S.A.;/;/;COLOMBIA;PROMEDICAL S.A.
II;81196;FLEXURE COMPLEX, SABOR NARANJA;GLUCOSAMINA + CONDROITINA + COLAGENO;POLVO P/RECONS A SOL ORAL;1500MG+1200MG+10MG;PROCAPS S.A.;/;/;COLOMBIA;PROMEDICAL S.A.
II;81201;FLEXURE COMPLEX, SABOR NEUTRO;SULFATO DE GLUCOSAMINA CLORURO SODICO+ CONDROITINA;POLVO P/RECONS A SOL ORAL;1500MG+1200MG+10,000;PROCAPS S.A.;/;/;COLOMBIA;PROMEDICAL S.A.
II;81211;BUTILBROMURO DE HIOSCINA;BUTILBROMURO DE HIOSCINA;TABLETA RECUBIERTA;10MG;ASMOH LABORATORIES LIMITED;/;/;INDIA;KRISHPAR CARE BOLIVIA S.R.L.
II;81220;NUTRIGEL COMPLEX, SABOR NARANJA;SULFATO DE GLU CLORURO SODIO+ CONDROITINA +COLAGEN;POLVO P/SOL. ORAL;1,5G+1,2G+10G;PROCAPS S.A.;/;/;COLOMBIA;PROMEDICAL S.A.
II;81228;MAGNESIO 250MG;MAGNESIO(COMO OXIDO DE MAGNESIO);TABLETA;250MG;21ST CENTURY HEALTHCARE INC;/;/;ESTADOS UNIDOS;COLHER GROUP S.R.L.
NN;81239;SOROJCHI PILLS NF;ASA-PARACETAMOL-CAFEINA;COMPRIMIDO RECUBIERTO;250MG-250MG-65MG;LABORATORIOS CRESPAL S.A.;/;/;BOLIVIA;LABORATORIOS CRESPAL S.A.
II;81251;BACTRODERM SOLUCIÓN;YODO POVIDONA;SOLUCIÓN;10%;LABORATORIOS ECAR S.A.;/;/;COLOMBIA;CORMESA LTDA.
PTA;81271;ZINGIBER;JENGIBRE(ZINGIBER OFFICINALE ROSCOE);PASTILLA;8.5%;VENET;/;/;BOLIVIA;VENET
II;81272;DR. FREI LINEA DELGADA;L-CARNITINA;TABLETA EFERVESCENTE;500MG;KENDY LTD.;FREICARE SWISS AG BAJO LA MARCA DR. FREI;/;BULGARIA;DROGUERIA INTI S.A.
II;81377;PERLAS DE AJO / 1500MG - ODORLESS GARLIC EXTRACT;PERLAS DE AJO;CAPSULA BLANDA;1500MG;XTRA LIFE NATURAL PRODUCTS ;/;/;ESTADOS UNIDOS;MAINES S.R.L.
PTA;81425;GASTRISANA;LLANTEN, MANZANILLA MALVA (65%);JARABE;65%;MENATBOL;/;/;BOLIVIA;MENATBOL
PTA;81426;GASTRIVID;"BOLDO; MANZANILLA";SOLUCION ORAL;"3%;3%";LABORATORIO ARTESANAL ENNAT;/;/;BOLIVIA;"LABORATORIO ARTESANAL ""ENNAT"""
PTA;81427;AJO;AJO ( ALLIUM SATIVUM L.);CAPSULA;1000MG(100%);"LABORATORIO ARTESANAL ""ENNAT""";/;/;BOLIVIA;"LABORATORIO ARTESANAL ""ENNAT"""
II;81431;PARACETAMOL 1G;PARACETAMOL;TABLETA;1G;LABORATOIROS PORTUGAL S.R.L.;/;/;PERU;LAB PORTUGALBO S.R.L.
PTA;81435;RIÑONVID;"COLA DE CABALLO; DIENTE DE LEON";SOLUCION ORAL;"1.5%; 3%";"LABORATORIO ARTESANAL ""ENNAT""";/;/;BOLIVIA;"LABORATORIO ARTESANAL ""ENNAT"""
II;81495;UROBERRY COMPLEX;EXTRACTO DE CRANBERRY-ARBUTINA-D-MANOSA;GRANULADO P/SUSP ORAL;"36MG; 35MG; 2000MG";PHARMACROSS S.A.;/;LAFAGE S.A. ACONDICIONADO POR: FARMAQUILA S.A.;GUATEMALA;CORMESA LTDA.
II;81500;ENZYMAX FORTE;"LIPASA; AMILASA; GLUCOAMILASA... Y OTROS";CAPSULA;VER REVERSO;INDUSEN S.A.;AORA HEALTH S.L.;/;ESPAÑA;DROGUERIA INTI S.A.
II;81501;ENZYMAX GAS;"LIPASA; AMILASA; GLUCOAMILASA; PROTEASA3.0; PROTEA";CAPSULA;VER REVERSO;INDUSEN S.A.;AORA HEALTH S.L.;/;ESPAÑA;DROGUERIA INTI S.A.
PTA;81510;MEGATOS;"WIRA WIRA;VIOLETA;NARANJA";JARABE;50%;MENATBOL;/;/;BOLIVIA;MENATBOL
PTA;81552;RIÑON SANO;DIENTE LEON,CABELLO CHOCLO,ZARZAPARRILLA;JARABE;30%;MENATBOL;/;/;BOLIVIA;MENATBOL
II;81570;ZOLION® RELAX;LACTOBACILLUS PLANTARUM DR7 Y OXIDO DE MAGNESIO;CAPSULA;100MG(1X109UFC), 56,;ALIFARM S.A. ;AB-BIOTICS;DROGUERIA INTI S.A.;ESPAÑA;DROGUERIA INTI S.A.
PTA;81571;BRONQUIVID;"WIRA WIRA; EUCALIPTO; MIEL";SOLUCIÓN ORAL;"10%; 10%; 10%";"LABORATORIO ARTESANAL ""ENNAT""";/;/;BOLIVIA;"LABORATORIO ARTESANAL ""ENNAT"""
II;81572;ZOLION® URO;VER FORMULA;CAPSULA;"85MG; 240MG(1X10*9UF";PROCEMSA S.P.A.;AB-BIOTICS;DROGUERIA INTI S.A;ITALIA;DROGUERIA INTI S.A.
II;81573;DOLOCORDRALAN 1%;DICLOFENACO DIETILAMINA;GEL;1%;LABORATORIOS PORTUGAL S.R.L.;/;ANSOLAT SOCIEDAD ANONIMA CERRADA;PERU;LAB PORTUGALBO S.R.L.
PTA;81629;INMUNOACTIVADOR FORTE;ECHINACEA PURPUREA(L)MOECH;GOTAS ORALES;70%;LABORATORIO ARTESANAL VENET;/;/;BOLIVIA;VENET
II;81641;CRANBIOTICS;"VBI,VB6;VB3;VB5;VB6;EXTRACTO DE ARANDANO;LACTOSA..";CAPSULA;VARIOS;INDUSEN S.A.;AORA HEALTH S.L.;/;ESPAÑA;DROGUERIA INTI S.A.
II;81642; SUPER ENERGY WITH GUARANA, PANAX GINSENG & KOLA NUT;EXTRACTO DE GUARANA,GINSENG PANAX, NUEZ DE COLA;TABLETA;;MASON VITAMINS.INC.;/;/;ESTADOS UNIDOS;MEGA VIT S.R.L.
PTA;81662;SEDAFLOR;TILIA PLATYPHYLLOS SCOP,CITRUS X AURANTIUM L. MELI;SOLUCIÓN ORAL;30%;MENATBOL;/;/;BOLIVIA;MENATBOL
II;81688;VITAMINA C 500MG +ZINC 15MG;"AC.ASCORBICO;ASCORBATO SODIO;ZINC";TABLETA MASTICABLE;"500MG;15MG";LABORATORIOS LA SANTE S.A;/;/;COLOMBIA;LA SANTE S.R.L.
PTA;81689;MELIFIX;MELISSA OFFICINALIS L.;TISANA;100%;LABORATORIO ARTESANAL ANCESTRAL BONAFIX;/;/;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
PTA;81690;FIBRA NATURAL;"SALVADO DE TRIGO (TRIGO); CEBADA";POLVO GRANULADO;"60%; 40%";"LABORATORIO ARTESANAL ""ENNAT""";/;/;BOLIVIA;"LABORATORIO ARTESANAL ""ENNAT"""
PTA;81692;HEPATO-BILIAR BONAFIX;CARQUEJA;MATE;1G;LABORATORIO ARTESANAL ANCESTRAL BONAFIX;/;/;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
PTA;81693;REGULAX;SEN (CASSIA ANGUSTIFOLIA VAHL);SAQUITO;1G;LABORATORIO ARTESANAL ANCESTRAL BONAFIX;/;/;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
PTA;81711;TRANQUIVID;"VALERIANA; CEDRON; TORONJIL";SOLUCIÓN ORAL;"0.5%; 3%; 3%";"LABORATORIO ARTESANAL ""ENNAT""";/;/;BOLIVIA;"LABORATORIO ARTESANAL ""ENNAT"""
PTA;81712;REUMASAN;"EUCALIPTO;RUDA";POMADA;"3%;3%";"LABORATORIO ARTESANAL ""ENNAT""";/;/;BOLIVIA;"LABORATORIO ARTESANAL ""ENNAT"""
II;81713;TAPSIN PURO SIN CAFEINA;PARACETAMOL;COMPRIMIDO;500MG;LABORATORIOS MAVER S.A. ;/;/;CHILE;CAMSA INDUSTRIA Y COMERCIO S.A.
II;81722;BIOTINA MR. GUMMY;BIOTINA;GOMITAS;1000MCG;MR. GUMMY VITAMINS, LLC.;/;/;ESTADOS UNIDOS;BIOLATINA S.R.L.
PTA;81723;SEDANERVIOS;VALERIANA 30%+MARACUYA 10%+CEDRON 10%;SOLUCION ORAL;50%;MENATBOL;/;/;BOLIVIA;MENATBOL
II;81731;ZOLION® CARDIO;LACTOBACILLUS PLANTARUM CECT7527, 7528, 7529;CAPSULA;100MG(1,2 X10E9 UFC);ALIFARM SA;AB-BIOTICS;DROGUERIA INTI S.A.;ESPAÑA;DROGUERIA INTI S.A.
II;81738;PEPTO ALIV;SUBSALICILATO DE BISMUTO;SUSPENSIÓN ORAL;262,5MG/15ML;LABORATORIO MAVER S.A.;/;/;CHILE;CAMSA INDUSTRIA Y COMERCIO S.A.
II;81743;IBUPRONAL ® 400MG;IBUPROFENO;CÁPSULA BLANDA;400 MG;SWISS PHARMA GROUP S.A.;/;Y ACONDICIONADO TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA  (TERBOL S.A.);PARAGUAY;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
II;81765;ACIDO ACETIL SALICILICO 500MG; ACIDO ACETIL SALICILICO;COMPRIMIDO RECUBIERTO;500MG;HUAZHONG PHARMACEUTICAL CO., LTD;/;SOUTH AMERICAN PHARMACEUTICAL INDUSTRIES (SAPHI);CHINA;SOUTH AMERICAN PHARMACEUTICAL IND (SAPHI)
II;81774;DR. FREI SUPER ENERGÍA;VER FORMULA;TABLETA EFERVESCENTE;VER FORMULA;KENDY LTD. ;FREICARE SWISS AG BAJO LA MARCA DR. FREI;/;BULGARIA;DROGUERIA INTI S.A.
II;81791;DOLORCHAU MIGRAÑA;"PARACETAMOL; ÁCIDO ACETILSALICILICO; CAFEÍNA";TABLETA RECUBIERTA;"250MG; 250MG; 65MG";LABORATORIOS PORTUGAL S.R.L.;/;IMPORTADORA Y EXPORTADORA LECAR S.R.L.;PERU;IMPORTADORA Y EXPORTADORA LECAR S.R.L.
NN;81797;RESFRIOLITO® N.F. GOTAS;PARACETAMOL, CLORFERINAMINA MALEATO;SUSPENSIÓN;"120MG; 0,75MG/ML";GRUPO ALCOS S.A.;/;/;BOLIVIA;GRUPO ALCOS S.A.
II;81810;ENZIGAS® BIO;VER FORMULA;CÁPSULA DE LIB.RETARDADA;VER FORMULA;QUEST VITAMINS LTD.EN SITIO QUEST VITAMINS MIDDLE EAST;/;SOUTH AMERICAN EXPRESS S.A.;EMIRATOS ARABES UNIDOS;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
PTA;81879;INMUNOACTIVADOR FORTE;ECHINACEA;CARAMELO;8%;LABORATORIO ARTESANAL DE PRODUCTO NATURAL TRADICIONAL VENET;/;/;BOLIVIA;VENET
NN;81881;DOLOCOFAMIN GEL 5%;DICLOFENACO SODICO;GEL;5G/100G (5%);"LABORATORIOS DE COSMETICA Y FARMOQUIMICA S.A. ""COFAR S.A.""";/;/;BOLIVIA;LABORATORIOS DE COSMETICA Y FARMOQUIMICA S.A.
PTA;81882;VARISAN;"ORTIGA;EUCALIPTO";POMADA;"3%;3%";"LABORATORIO ARTESANAL""ENNAT""";/;/;BOLIVIA;"LABORATORIO ARTESANAL ""ENNAT"""
II;81906;FONTACTIV DIABEST;VARIOS;POLVO;VARIOS;INDUSTRIAS LACTEAS ASTURIANAS S.A.;LABORATOIRES GRAND FONTAINE S.L.;/;ESPAÑA;LABORATORIOS BAGO DE BOLIVIA S.A.
II;81932;VITAMINA E CAPSULAS 1000UI;VITAMINA E;CÁPSULA DE GEL. BLANDA;1000UI;ASMOH LABORATORIES LIMITED;/;/;INDIA;KRISHPAR CARE BOLIVIA S.R.L.
II;81956;SANATOS;DEXTROMETORFANO/CLORFENIRAMINA;JARABE;7MG/ 4MG;RHR MEDICARE PVT. LTD. ;/;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
PTA;81961;FIBRAX FORTE;SEN, MALVA, BOLDO;CAPSULA;20%, 50%, 30%;"LAB. ARTECO VIDAL
";/;/;BOLIVIA;LAB ARTECO VIDAL
II;81974;FONTACTIV JUNIOR;VER FORMULA;POLVO;VER FORMULA;LABORATORIOS ORDESA, S.L.;LABORATOIRES GRAND FONTAINE S.L.;/;ESPAÑA;LABORATORIOS BAGO DE BOLIVIA S.A.
II;81975;FONTACTIV JUNIOR;VER FORMULA;POLVO;VER FORMULA;INDUSTRIAS LACTEAS ASTURIANAS S.A.;LABORATOIRES GRAND FONTAINE S.L.;/;ESPAÑA;LABORATORIOS BAGO DE BOLIVIA S.A.
II;81979;BONAGERMIN;BACILLUS CALUSII;SUSPENSIÓN;2000MILL UFC/5ML-2MG;UNIQUE BIOTECH LIMITED;/;BONAPHARM S.A.C.;INDIA;BONAPHARM S.R.L.
II;81981;FERTYBIOTIC EMBARAZO;VARIOS VER REVERSO;CÁPSULA BLANDA;VER REVERSO;H.C.CLOVER PRODUCTOS Y SERVICIOS S.L.;/;FERTYPHARM S.L.;ESPAÑA;PROMEDICAL S.A.
NN;81991;DIPROFEN® 400MG;IBUPROFENO;CÁPSULA BLANDA;400MG;LABORATORIOS IFA S.A.;/;/;BOLIVIA;LABORATORIOS IFA S.A.
II;81992;ASMALIX 400;BUDDESONIDA + FORMOTEROL FUMARATO DIHIDRATO;CAPSULA P/INHALACIÓN ORAL;400MCG + 12MCG;INCEPTA PHARMACEUTICALS LTD.;CELLCHEM PHARMACEUTICALS INC.;FARMEDICAL S.R.L.;BANGLADESH;FARMEDICAL S.R.L.
II;81993;CARBONATO DE CALCIO;CARBONATO DE CALCIO;COMPRIMIDO;1,25MG;WEST COAST PHARMACEUTICAL WORKS LTD.;/;/;INDIA;BOLIVIAN PHARMACEUTICAL - VIANPHARMA
II;81994;VITT D;VITAMINA D;COMPRIMIDO MASTICABLE;50000UI;WEST COAST PHARMACEUTICAL WORKS LTD;/;/;INDIA;BOLIVIAN PHARMACEUTICAL - VIANPHARMA
II;81995;ACDX;HIDROX ALUMINIO,HIDROXID DE MAGNESIO, SIMETICONA;SUSPENSIÓN ORAL;200MG, 200MG, 50MG;OPES HEALTHCARE PRIVATE LIMITED;/;/;INDIA;FARMASHOPPING
PTA;82006;PROSTAVID;"KISWARA; MANZANILLA";SOLUCION ORAL;3%, 3%,;"LABORATORIO ARTESANAL ""ENNAT";/;/;BOLIVIA;"LABORATORIO ARTESANAL ""ENNAT"""
II;82028;FONTACTIV DIABEST;VER FÓRMULA;POLVO;VER FÓRMULA;LABORATORIOS ORDESA, S.L.;/;LABORATOIRES GRAND FONTAINE S.L.;ESPAÑA;LABORATORIOS BAGO DE BOLIVIA S.A.
PTA;82033;HIGABIL;"BOLDO;ALCACHOFA;ROMERO";JARABE;30%;MENATBOL;/;/;BOLIVIA;MENATBOL
PTA;82112;MACIARIL;GALPHIMIA AUSTRALIS CH, UNCARIA TOMENTOSA,PLANTAGO;JARABE;55%;MENATBOL;/;/;BOLIVIA;MENATBOL
II;82132;VITAMIN C 500MG;VITAMINA C (ACIDO ASACORBICO);TABLETA RECUBIERTA;500MG;SHANDONG YUWANG PHARMACEUTICAL CO., LTD.;;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
